Index,Document Name,URL,Date,Department,Author,Original_File_Path,PDF_File_Path
36,2025년 서울 청년수당 8월분 지급(2차),https://opengov.seoul.go.kr/sanction/34184166?from=policy&tid=32175351,2025-08-26,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/36_original.hwpx,
37,[회신] 용산구 청년 국가자격증 및 어학시험 응시료 지원사업 신청자(8월) 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/34141326?from=policy&tid=32175351,2025-08-19,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/37_original.hwpx,
38,서울 청년수당 정책 개편 TF 운영계획(제1차),https://opengov.seoul.go.kr/sanction/34140074?from=policy&tid=32175351,2025-08-19,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/38_original.hwpx,
39,2025년 서울 청년수당 7월분 추가지급,https://opengov.seoul.go.kr/sanction/34115037?from=policy&tid=32175351,2025-08-14,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/39_original.hwpx,
40,2025년 8월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/34097096?from=policy&tid=32175351,2025-08-12,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/40_original.hwpx,
41,2025년 8월 서울 청년수당 중복참여 여부 조회 요청(서울시 청년 월세 지원),https://opengov.seoul.go.kr/sanction/34104009?from=policy&tid=32175351,2025-08-12,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/41_original.hwpx,
42,[회신] 강서구 미취업청년 자격증 응시료 지원사업 중복지원 조회 요청[4차],https://opengov.seoul.go.kr/sanction/34068367?from=policy&tid=32175351,2025-08-07,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/42_original.hwpx,
43,[회신] 2025년 구로구 청년 자격시험 응시료 지원사업 유사사업 중복지원 조회 요청(7월),https://opengov.seoul.go.kr/sanction/34073905?from=policy&tid=32175351,2025-08-07,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/43_original.hwpx,
44,[회신] 2025년 동대문구 청년 자격취득 활동지원 중복지원 조회 요청[8차],https://opengov.seoul.go.kr/sanction/34072840?from=policy&tid=32175351,2025-08-07,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/44_original.hwpx,
45,[회신] 강남구 미취업 청년 어학·자격증 응시료 지원사업(8월) 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/34071475?from=policy&tid=32175351,2025-08-07,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/45_original.hwpx,
46,[회신] 2025년 마포구 청년 취업 준비 비용 지원사업 신청자(7월) 중복지원 조회 요청,https://opengov.seoul.go.kr/sanction/34070145?from=policy&tid=32175351,2025-08-07,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/46_original.hwpx,
47,2025년 서울 청년수당 7월 지급분 반납품의(2건),https://opengov.seoul.go.kr/sanction/34071335?from=policy&tid=32175351,2025-08-07,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),,
48,대량지급 이용 신청서 제출,https://opengov.seoul.go.kr/sanction/33996413?from=policy&tid=32175351,2025-07-28,,,,
49,2025년 서울 청년수당 7월분 지급(2차),https://opengov.seoul.go.kr/sanction/33974566?from=policy&tid=32175351,2025-07-24,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/49_original.hwpx,
50,2025년 서울 청년수당 7월분 지급(1차),https://opengov.seoul.go.kr/sanction/33966992?from=policy&tid=32175351,2025-07-23,미래청년기획관 청년사업담당관,박인현 (02-2133-4316),attachments/50_original.hwpx,
51,정보공개 결정 통지서 (14725323),https://opengov.seoul.go.kr/sanction/33963393?from=policy&tid=32175351,2025-07-23,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/51_original.hwpx,
52,정보공개 결정 통지서 (14729502),https://opengov.seoul.go.kr/sanction/33952188?from=policy&tid=32175351,2025-07-22,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/52_original.hwpx,
53,[회신] 2025년도 은평구 미취업청년 자격증 응시료 지원사업 중복지원 여부 확인(7월),https://opengov.seoul.go.kr/sanction/33892333?from=policy&tid=32175351,2025-07-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/53_original.hwpx,
54,2025년 7월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/33897569?from=policy&tid=32175351,2025-07-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/54_original.hwpx,
55,2025년 7월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/33889541?from=policy&tid=32175351,2025-07-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/55_original.hwpx,
56,2025년 서울 청년수당 6월분 추가 지급,https://opengov.seoul.go.kr/sanction/33895083?from=policy&tid=32175351,2025-07-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/56_original.hwpx,
57,[회신] 서울시 청년수당 수령액 및 기간 확인요청,https://opengov.seoul.go.kr/sanction/33867377?from=policy&tid=32175351,2025-07-09,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/57_original.hwpx,
58,[회신] 2025년 구로구 청년 자격시험 응시료 지원사업 유사사업 중복지원 조회 요청(6월),https://opengov.seoul.go.kr/sanction/33867153?from=policy&tid=32175351,2025-07-09,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/58_original.hwpx,
59,[처리기간 연장 결재 신청] 청년수당 관련,https://opengov.seoul.go.kr/sanction/33840614?from=policy&tid=32175351,2025-07-07,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/59_original.hwpx,
60,[회신] 2025년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청[6차],https://opengov.seoul.go.kr/sanction/33832927?from=policy&tid=32175351,2025-07-04,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/60_original.hwpx,
61,건강보험료 관련 자료 요청,https://opengov.seoul.go.kr/sanction/33811664?from=policy&tid=32175351,2025-07-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/61_original.hwpx,
62,[회신] 2025년 강서구 미취업청년 자격증 응시료 지원사업 중복지원 조회(3차),https://opengov.seoul.go.kr/sanction/33804672?from=policy&tid=32175351,2025-07-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/62_original.hwpx,
63,건강보험료 판정기준표 관련 자료 요청,https://opengov.seoul.go.kr/sanction/33774669?from=policy&tid=32175351,2025-06-27,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/63_original.hwpx,
64,[회신] '25년 청년월세지원 대상자 선정 관련 중복조회 자료 요청(청년수당),https://opengov.seoul.go.kr/sanction/33768337?from=policy&tid=32175351,2025-06-27,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/64_original.hwpx,
65,[회신] 서울시 청년수당 지급일 확인 요청,https://opengov.seoul.go.kr/sanction/33768728?from=policy&tid=32175351,2025-06-27,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/65_original.hwpx,
66,고충민원 조사에 따른 관련자료 등 제출(청년수당),https://opengov.seoul.go.kr/sanction/33763278?from=policy&tid=32175351,2025-06-26,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/66_original.hwpx,
67,[처리기간 연장 결재 신청] 청년수당 상담 관련,https://opengov.seoul.go.kr/sanction/33750813?from=policy&tid=32175351,2025-06-25,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/67_original.hwpx,
68,2025년 서울 청년수당 6월분 지급,https://opengov.seoul.go.kr/sanction/33754791?from=policy&tid=32175351,2025-06-25,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/68_original.hwpx,
69,[회신] 서울시 청년수당 참여기간 확인 요청,https://opengov.seoul.go.kr/sanction/33715529?from=policy&tid=32175351,2025-06-20,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/69_original.hwpx,
70,[회신] 서울시 청년수당 참여기간 확인 요청,https://opengov.seoul.go.kr/sanction/33721762?from=policy&tid=32175351,2025-06-20,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/70_original.hwpx,
71,2025년 서울 청년수당 참여자 추가 모집 관련 홍보물 제작비 지급,https://opengov.seoul.go.kr/sanction/33671728?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/71_original.hwpx,
72,2025년 서울 청년수당 중복참여 여부 조회 요청(국민취업지원제도),https://opengov.seoul.go.kr/sanction/33671966?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/72_original.hwpx,
73,2025년 서울 청년수당 추가모집 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/33672208?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/73_original.hwpx,
74,2025년 서울 청년수당 추가모집 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/33669685?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/74_original.hwpx,
75,2025년 서울 청년수당 참여자 선정을 위한 서울런 참여 여부 조회 요청,https://opengov.seoul.go.kr/sanction/33670704?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/75_original.hwpx,
76,2025년 서울 청년수당 추가모집 신청자의 대학(원) 재학여부 조회 요청,https://opengov.seoul.go.kr/sanction/33668360?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/76_original.hwpx,
77,2025년 서울 청년수당 추가모집 신청자의 건강보험료 부과액 자료 요청,https://opengov.seoul.go.kr/sanction/33670518?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/77_original.hwpx,
78,2025년 6월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/33671223?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/78_original.hwpx,
79,2025년 6월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/33668051?from=policy&tid=32175351,2025-06-13,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/79_original.hwpx,
80,[회신] 영등포구 미취업 청년 국가자격시험 응시료 지원사업 유사사업 중복지원 여부 조회 요청(5월),https://opengov.seoul.go.kr/sanction/33644478?from=policy&tid=32175351,2025-06-10,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/80_original.hwpx,
81,[회신] 디딤돌소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/33570240?from=policy&tid=32175351,2025-05-29,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/81_original.hwpx,
82,[회신] '24년 청년월세지원 6차 지급심사 중복조회 자료 요청(청년수당),https://opengov.seoul.go.kr/sanction/33572968?from=policy&tid=32175351,2025-05-29,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/82_original.hwpx,
83,서울 신규브랜드 이동식 홍보물 대여 신청(청년사업담당관),https://opengov.seoul.go.kr/sanction/33557926?from=policy&tid=32175351,2025-05-28,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/83_original.hwpx,
84,[회신] 복지로 내 '지자체 사회보장사업' 안내 정보 현행화 요청,https://opengov.seoul.go.kr/sanction/33548072?from=policy&tid=32175351,2025-05-27,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/84_original.hwpx,
85,[회신] 미취업청년 자격증 응시료 지원사업 유사사업 중복지원 여부 조회 요청(5월),https://opengov.seoul.go.kr/sanction/33539768?from=policy&tid=32175351,2025-05-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/85_original.hwpx,
86,2025년 서울 청년수당 5월분 지급,https://opengov.seoul.go.kr/sanction/33537671?from=policy&tid=32175351,2025-05-26,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/86_original.hwpx,
87,2025년 서울 청년수당 4월분 추가 지급,https://opengov.seoul.go.kr/sanction/33512858?from=policy&tid=32175351,2025-05-21,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/87_original.hwpx,
88,2025년 서울 청년수당 모집 선정 결과,https://opengov.seoul.go.kr/sanction/33481696?from=policy&tid=32175351,2025-05-16,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/88_original.hwpx,
89,2025년 5월 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/33462207?from=policy&tid=32175351,2025-05-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/89_original.hwpx,
90,2025년 5월 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/33468083?from=policy&tid=32175351,2025-05-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/90_original.hwpx,
91,2025년 서울 청년수당 5월 지급분 반납품의(3건),https://opengov.seoul.go.kr/sanction/33467593?from=policy&tid=32175351,2025-05-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/91_original.hwpx,
92,[회신] 영등포구 미취업 청년 국가자격시험 응시료 지원사업 유사사업 중복지원 여부 조회 요청(4월),https://opengov.seoul.go.kr/sanction/33444055?from=policy&tid=32175351,2025-05-12,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/92_original.hwpx,
93,2025년 서울 청년수당 4월분 추가 지급,https://opengov.seoul.go.kr/sanction/33426294?from=policy&tid=32175351,2025-05-08,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/93_original.hwpx,
94,[회신] 2025년 동대문구 청년 자격취득 활동지원 유사 사업 등 중복지원 조회 요청[2차],https://opengov.seoul.go.kr/sanction/33425135?from=policy&tid=32175351,2025-05-08,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/94_original.hwpx,
95,[회신] 2025년 강서구 미취업청년 자격증 응시료 지원사업 중복지원 조회(1차),https://opengov.seoul.go.kr/sanction/33396561?from=policy&tid=32175351,2025-05-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/95_original.hwpx,
96,[회신] 2025년 마포구 청년 취업 준비 비용 지원사업 신청자 중복지원 여부 조회 요청(4월),https://opengov.seoul.go.kr/sanction/33393707?from=policy&tid=32175351,2025-05-02,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/96_original.hwpx,
97,[회신] 디딤돌소득 지원대상자 '서울 청년수당' 지원여부 확인 요청,https://opengov.seoul.go.kr/sanction/33371544?from=policy&tid=32175351,2025-04-29,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/97_original.hwpx,
98,2025년 서울 청년수당 4월분 추가 지급,https://opengov.seoul.go.kr/sanction/33362932?from=policy&tid=32175351,2025-04-29,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/98_original.hwpx,
99,2025년 서울 청년수당 4월분 지급,https://opengov.seoul.go.kr/sanction/33337139?from=policy&tid=32175351,2025-04-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/99_original.hwpx,
100,해치 홍보물품 대여 신청,https://opengov.seoul.go.kr/sanction/33332904?from=policy&tid=32175351,2025-04-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/100_original.hwpx,
101,요청자료 회신,https://opengov.seoul.go.kr/sanction/33298828?from=policy&tid=32175351,2025-04-18,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/101_original.hwpx,
102,[민원기한 04.11 16시 24분] 청년수당 이의제기,https://opengov.seoul.go.kr/sanction/33239455?from=policy&tid=32175351,2025-04-10,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/102_original.hwpx,
103,사실조회 요청에 대한 회신,https://opengov.seoul.go.kr/sanction/33206161?from=policy&tid=32175351,2025-04-07,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/103_original.hwpx,
104,서울광장 사용신고 수리 취소 요청,https://opengov.seoul.go.kr/sanction/33202778?from=policy&tid=32175351,2025-04-07,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/104_original.hwpx,
105,서울 청년수당 사업 참여여부 조회 협조 요청,https://opengov.seoul.go.kr/sanction/33092081?from=policy&tid=32175351,2025-03-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/105_original.hwpx,
106,SETEC 대관 신청 취소 요청(서울특별시 미래청년기획관),https://opengov.seoul.go.kr/sanction/33083236?from=policy&tid=32175351,2025-03-21,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/106_original.hwpx,
107,2025년 서울 청년수당 참여자 선정을 위한 서울런 참여 여부 조회 요청,https://opengov.seoul.go.kr/sanction/33033358?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/107_original.hwpx,
108,2025년 서울 청년수당 중복참여 여부 조회 요청(국민취업지원제도),https://opengov.seoul.go.kr/sanction/33027163?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/108_original.hwpx,
109,2025년 서울 청년수당 신청자의 건강보험료 부과액 자료 요청,https://opengov.seoul.go.kr/sanction/33027852?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/109_original.hwpx,
110,2025년 서울 청년수당 신청자의 대학(원) 재학여부 조회 요청,https://opengov.seoul.go.kr/sanction/33033441?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/110_original.hwpx,
111,2025년 서울 청년수당 중복참여 여부 조회 요청(청년월세지원 사업),https://opengov.seoul.go.kr/sanction/33032513?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/111_original.hwpx,
112,2025년 서울 청년수당 중복참여 여부 조회 요청(희망두배 청년통장),https://opengov.seoul.go.kr/sanction/33032698?from=policy&tid=32175351,2025-03-14,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/112_original.hwpx,
113,2025 서울시 청년수당 모집 홍보 협조 요청,https://opengov.seoul.go.kr/sanction/32957586?from=policy&tid=32175351,2025-03-04,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/113_original.hwpx,
114,2025년 서울 청년수당 사업 공고에 따른 120다산콜재단 업무 협조  요청,https://opengov.seoul.go.kr/sanction/32930620?from=policy&tid=32175351,2025-02-28,미래청년기획관 청년사업담당관,한보라 (02-2133-4311),attachments/114_original.hwpx,
115,2025년 서울 청년수당 참여자 모집 관련 홍보물 제작비 지급,https://opengov.seoul.go.kr/sanction/32893721?from=policy&tid=32175351,2025-02-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/115_original.hwpx,
116,SETEC 임대료 감면 협조 요청,https://opengov.seoul.go.kr/sanction/32895792?from=policy&tid=32175351,2025-02-24,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/116_original.hwpx,
117,SETEC 대관 신청서(서울특별시 미래청년기획관),https://opengov.seoul.go.kr/sanction/32875007?from=policy&tid=32175351,2025-02-20,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/117_original.hwpx,
118,[민원 협조답변] 서울시 거주 청년 일자리 및 지원대책 관련 문의,https://opengov.seoul.go.kr/sanction/32865955?from=policy&tid=32175351,2025-02-18,미래청년기획관 청년사업담당관,최수정 (02-2133-6585),attachments/118_original.hwpx,
